"shapeid","x","y","OBJECTID","LSN","POI_NAME","POI_TYPE","POI_SOURCE","PHONE_NUM","GLOBALID","WEBSITE"
"119","-83.02374269959283","39.959015339380656","5709732","23 S HARTFORD AVE","Mount Carmel Employee Parking Lot A","Transportation - Parking Lot/Garage","NULL","NULL","{040DCC34-3D39-4399-9D34-FA91843060BD}","NULL"
"120","-82.99977087368688","39.926364037979724","5710837","1700 HAUL RD","Evans Logistics","Transportation - Other","NULL","NULL","{FA08A03B-DEAD-4ED9-A0E9-D5C30F2E7931}","NULL"
"121","-82.99022588050822","39.96836751819348","5709762","234 CLEVELAND AVE","CSCC 11-S,H,V Parking Lot","Transportation - Parking Lot/Garage","NULL","NULL","{0A8833CB-1372-450C-88B3-5B2B84AE2DB2}","http://www.cscc.edu/about/columbus/pdf/map.pdf"
"122","-83.14029497896976","39.92146706978493","5710647","5400 CROSSWIND DR","Crete Carrier Corporation","Transportation - Other","NULL","NULL","{82CD279C-9B36-469D-93D6-676D1CDFC260}","NULL"
"123","-82.99884122938268","39.93544644280022","5710863","104 W MOLER ST","IDA Trucking","Transportation - Other","NULL","NULL","{BDE4EAAB-A2BC-4AC4-B4F3-A888AEE00E5E}","NULL"
"124","-82.9604454925203","39.98559879354432","5710865","1640 E 5TH AVE","Urban Express","Transportation - Other","NULL","NULL","{D474D0AF-AFBA-45F6-9BED-2CD4F242B8E1}","NULL"
"125","-83.03204545543466","39.917755760173364","5710868","1000 FRANK RD","Columbus Freight","Transportation - Other","NULL","NULL","{839A0B98-BD1A-4B90-96F3-0856D8E8E303}","NULL"
"126","-83.00479018020759","39.97236864886872","5710649","499 PARK ST","Vine St Lot","Transportation - Parking Lot/Garage","NULL","NULL","{B02AAA49-EE0E-4FB2-A85E-1CBB518A04C1}","https://columbusparking.spplus.com/441-park-st.html"
"127","-82.92972553893914","39.983990406486996","5710886","2753 E 4TH AVE","Cosmopolitan Enterprises","Transportation - Other","NULL","NULL","{1DE1B2E1-8683-4496-900F-BD0A9D57E1BC}","NULL"
"128","-83.00125107732686","39.95713831429938","5710675","232 S FRONT ST","RiverSouth Garage","Transportation - Parking Lot/Garage","NULL","NULL","{0EB276D9-D848-4244-8349-C25DAEB5777F}","https://www.lazparking.com/local/columbus-oh/riversouth-garage"
"129","-82.99015788598629","39.97115470509098","5710300","364 CLEVELAND AVE","CSCC 2-E Parking Lot","Transportation - Parking Lot/Garage","NULL","NULL","{B86D6F61-7884-4D51-86D9-0B8D923908F7}","http://www.cscc.edu/about/columbus/pdf/map.pdf"
"130","-83.07526203128285","39.972927536900734","5709892","2845 FISHER RD","Cardinal Transportation","Transportation - Other","NULL","NULL","{7D835A63-D3F8-48FA-B789-AA2B53444FDC}","NULL"
"131","-82.9956440818893","39.958684436383784","5710731","111 E TOWN ST","Greyhound Bus Station","Transportation - Bus","NULL","NULL","{C92C0101-A01F-44B8-B281-65D4AA6EA0D4}","NULL"
"132","-83.02005018143073","39.95611086973348","5710740","751 W TOWN ST","Mount Carmel Employee Parking Garage","Transportation - Parking Lot/Garage","NULL","NULL","{6FE3259E-E149-4DCA-929B-6DD1D959DB10}","NULL"
"133","-82.96430713047941","40.002197263398514","5710755","1720 JOYCE AVE","ABF Freight","Transportation - Other","NULL","NULL","{FF647027-FBC1-4277-A822-1AE21E74F0A9}","NULL"
"134","-83.02077984028809","39.9948754038297","5707180","1640 CANNON DR","South Cannon Garage","Transportation - Parking Lot/Garage","NULL","NULL","{BE952CB3-9814-4D0F-B896-169AABE4B1D5}","https://www.lazparking.com/local/columbus-oh/south-cannon-garage"
"135","-83.12421604866348","39.99574716828943","5706467","2091 WESTBELT DR","CSX Intermodal Terminals","Transportation - Rail","NULL","NULL","{4D3566F7-1C3D-415C-A18E-8E08D5C64E3E}","NULL"
"136","-82.9306966281406","39.98352492016314","5706470","640 N CASSADY AVE","Newark Parcel Service Co","Transportation - Other","NULL","NULL","{7D94DD2D-69B4-40BE-959B-09F48C594D78}","NULL"
"137","-82.99987219499101","39.9497943680176","5705920","600 S FRONT ST","Grange - North Garage","Transportation - Parking Lot/Garage","NULL","NULL","{69E1A5A2-C45B-4039-A067-0CF8BB395327}","https://towneparkpermit.com/parkers/ParisWeb-LocList.php"
"138","-83.00915267712985","39.970647301230265","5707266","221 VINE ST Unit 334","Flats on Vine Garage","Transportation - Parking Lot/Garage","NULL","NULL","{475C4330-C9BB-42E6-A221-43EC81C28D06}","https://columbusparking.spplus.com/221-vine-street.html"
"139","-82.9646443963434","39.88172377099557","5706525","4141 LOCKBOURNE INDUSTRIAL PKWY","Spartan Logistics","Transportation - Other","NULL","NULL","{17244CE1-4AB1-4542-939E-82D5279F4A0E}","NULL"
"140","-82.98472268382969","39.911315305728735","5706535","2600 PARSONS AVE","CSX Intermodal Terminals","Transportation - Rail","NULL","NULL","{699A94D0-19BD-4A36-B6A9-6AAED2B5BD5B}","NULL"
"141","-82.99949533132279","39.96526632443837","5707485","60 E LONG ST","42 E Long St Garage","Transportation - Parking Lot/Garage","NULL","NULL","{BBBC94F7-E8AA-453C-BDFF-E8635A98BAF4}","https://portal.park-ops.com/index.php?cPath=17"
"142","-83.12364172570578","40.00229504601703","5707491","2377 WESTBELT DR","CSX Intermodal Terminals","Transportation - Rail","NULL","NULL","{645F9558-DB9E-4BA1-A181-894185BCC061}","NULL"
"143","-82.94743022264032","39.92017903259862","5707330","1875 FREBIS AVE","NS Thoroughbred Bulk Transfer","Transportation - Rail","NULL","NULL","{70D93731-AF7E-4B75-96E3-BD163A15A65A}","NULL"
"144","-82.84195124882349","39.92757822870475","5707332","2510 PARK CRESCENT","First Student Bus Service","Transportation - Bus","NULL","NULL","{702B8B29-E93E-4468-BF02-A6B4AC6461EB}","NULL"
"145","-83.08857932246974","39.953994493355765","5706030","3311 W BROAD ST","COTA Park & Ride - Southampton","Transportation - Bus","NULL","NULL","{C0B0DF29-5EF3-43AC-AA3E-79BC8D6E7026}","http://www.cota.com/park-and-ride.aspx"
"146","-83.06921588639682","40.12279736099531","5706042","1985 SWANSFORD DR","COTA Park & Ride - St Andrew","Transportation - Bus","NULL","NULL","{6B8F97C2-4AC7-4347-95DA-206C643234BE}","http://www.cota.com/park-and-ride.aspx"
"147","-83.00425786968971","39.97129208045597","5707442","444 N FRONT ST","Arena Crossing Lot","Transportation - Parking Lot/Garage","NULL","NULL","{A3D5F4F0-24E9-4C1D-A349-1DBE5D0D4711}","https://columbusparking.spplus.com/arena-crossing-lot.html"
"148","-82.95727542567849","39.82518140105201","5707455","6868 CANAL RD","Vance Transportation Service","Transportation - Other","NULL","NULL","{D402AADD-9858-41D1-A429-E31970D045A4}","NULL"
"149","-83.11761561517406","39.971307666593034","5706062","4275 WESTWARD AVE","Knight Transportation","Transportation - Other","NULL","NULL","{4C584B1A-8FE6-4E44-AF91-E52DC79F6C9A}","NULL"
"150","-83.1305508960577","40.07216985131848","5706068","5067 TUTTLE CROSSING BLVD","Electric Car Charging Station","Transportation - Other","NULL","NULL","{E35217CA-7616-4165-9BF3-411C92C057CA}","NULL"
"151","-82.89098804848089","39.98799036631478","5705640","4290 E 5TH AVE","Columbus International Air Center","Transportation - Airport","NULL","NULL","{B805784C-7EF5-450E-913A-C12400FC2626}","NULL"
"152","-83.01878080747647","39.93563721715922","5706682","859 STIMMEL RD","Safeway Freight Line","Transportation - Other","NULL","NULL","{1E99AD85-921E-4D75-B8EC-3FBF81C33EA9}","NULL"
"153","-82.9978922147248","39.95380768348246","5706120","34 E FULTON ST","34 E Fulton St Garage","Transportation - Parking Lot/Garage","NULL","NULL","{B7BA70D1-5C53-4873-A158-32ADECF216D7}","NULL"
"154","-82.95256363276035","39.8910488381754","5706698","1658 E WILLIAMS RD","Terminal Warehouse","Transportation - Other","NULL","NULL","{4280A885-258F-4359-B64C-E8EE46E2BB16}","NULL"
"155","-82.9803516738743","39.925231791677476","5706142","1879 FEDERAL PKWY","Freedom Transport","Transportation - Other","NULL","NULL","{B42B0F33-0F52-43CB-A508-1A2A708C5AE7}","NULL"
"156","-83.14045838558246","39.90785515989747","5706150","2000 NORTON RD","Bolton Field","Transportation - Airport","NULL","NULL","{A6E5D95A-DAF4-4E11-B447-85DEAA21E803}","NULL"
"157","-82.99628740722218","39.965347041608354","5706995","165 E LONG ST","4th & Long Lot","Transportation - Parking Lot/Garage","NULL","NULL","{531A1889-54B9-4EA4-8809-47E475D8441B}","NULL"
"158","-83.04845245486399","39.96384106332774","5707033","1733 MCKINLEY AVE","Rush Transportation & Logistics","Transportation - Other","NULL","NULL","{71D655E1-416D-48D3-9060-2B9AFACF5987}","NULL"
"159","-82.90638173250863","39.99852798159788","5707047","3779 INTERNATIONAL GATEWAY","Red Lot Columbus Airport","Transportation - Parking Lot/Garage","NULL","NULL","{A05B88D5-DAC0-4DCB-84D0-A7242F1C9662}","NULL"
"160","-82.9818442149449","39.953002650846855","5706775","619 CHILDREN'S DR","Hospital Parking Garage (underground)","Transportation - Parking Lot/Garage","NULL","NULL","{D25AFD0A-67D0-4D8E-AE78-13689E11EE9C}","NULL"
"161","-83.018354239608","39.99320579787072","5707060","423 W 9TH AVE","Safe Auto Garage","Transportation - Parking Lot/Garage","NULL","NULL","{EF412168-53A4-4452-9A6A-F0AF429C0491}","https://www.lazparking.com/local/columbus-oh/safe-auto-garage"
"162","-83.00002253208221","39.95639558236754","5705781","275 S HIGH ST","Schiff Lot","Transportation - Parking Lot/Garage","NULL","NULL","{055939B9-8CEB-4B63-9D29-68391FAAA16E}","https://columbusparking.spplus.com/Columbus-Downtown-Parking.html"
"163","-83.00444218189871","39.966209947559236","5705798","202 N MARCONI BLVD","Hickory Garage","Transportation - Parking Lot/Garage","NULL","NULL","{E2D996AC-42D8-412A-BF58-36440D7B9D79}","https://columbusparking.spplus.com/101-w-hickory-st.html"
"164","-83.1392022407309","40.01551577003738","5706368","4800 JOURNAL ST","USF Holland","Transportation - Other","NULL","NULL","{E96A3F35-D330-43B0-BF89-151D763B00F0}","NULL"
"165","-82.92482166489606","39.997056875032165","5706801","3030 LAMB AVE","Nth Degree Transportation","Transportation - Bus","NULL","NULL","{BFBDE27A-2B07-4136-9457-AF9D6087DC31}","NULL"
"166","-83.00127730578255","39.94862874333315","5706806","121 W SYCAMORE ST","Grange - 37CD Sycamore Lot","Transportation - Parking Lot/Garage","NULL","NULL","{48CCF6AE-DC1B-42F5-97EC-876F6DAB96C6}","https://towneparkpermit.com/parkers/ParisWeb-LocList.php"
"167","-82.98820953225429","39.967782964196644","5706824","165 N WASHINGTON AVE","CSCC 12-S Parking Lot","Transportation - Parking Lot/Garage","NULL","NULL","{09889FEF-40B1-472F-A304-6ACE8EAE8B67}","http://www.cscc.edu/about/columbus/pdf/map.pdf"
"168","-83.03766180099441","39.964006297360655","5705817","1330 MCKINLEY AVE","Barons Bus","Transportation - Other","NULL","614-351-5353","{85E02AC0-0685-45CE-9F0D-64BD12FCB416}","NULL"
"169","-82.87855797186168","39.93242088084252","5706394","2060 S HAMILTON RD","Miller Truck Lines","Transportation - Other","NULL","NULL","{9F6543C6-4C98-4950-A480-4C2EEADC570D}","NULL"
"170","-82.98612717709467","39.96693785606637","5707131","564 E LONG ST","CSCC 32-S Parking Lot","Transportation - Parking Lot/Garage","NULL","NULL","{10710FD7-C9E5-4CB0-829D-029D4C7A54BA}","http://www.cscc.edu/about/columbus/pdf/map.pdf"
"171","-83.14471298512687","39.96303872392457","5706867","500 MANOR PARK DR","Advantage Tank Line","Transportation - Other","NULL","NULL","{43526ECC-66E2-4E48-B4BD-6B9ADC74FA1B}","NULL"
"172","-82.99686695458863","39.96706582201524","5707139","194 N 4TH ST","204 N 4th St Lot","Transportation - Parking Lot/Garage","NULL","NULL","{EF0E0A48-EC17-4E7F-9B4A-5E63285B55E1}","https://www.parkplaceparking.com/parking-lot-details/7"
"173","-82.93111406748709","39.98352901495746","5707150","642 N CASSADY AVE","Priority Logistics","Transportation - Other","NULL","NULL","{5C21585D-06B6-4490-83E5-FDF310ED1B46}","NULL"
"174","-83.12512398732332","40.00073468242188","5703406","2349 WESTBELT DR","CSX Intermodal Terminals","Transportation - Rail","NULL","NULL","{E6858133-B597-476D-BC38-5CE73115CCDA}","NULL"
"175","-82.998558858054","39.962702031688316","5702348","72 E BROAD ST","Key Bank Building Valet Lot","Transportation - Parking Lot/Garage","NULL","NULL","{41764000-F8A6-4A19-84DB-7987D6DA9E98}","https://portal.park-ops.com/index.php?cPath=17"
"176","-82.92173081477137","39.9980795727355","5702367","3152 E 17TH AVE","Lakefront Lines","Transportation - Bus","NULL","NULL","{52A0BF11-8DFD-4922-AF4E-C4FD9E1F4BA1}","NULL"
"177","-83.02335939513121","39.958802923629605","5702763","34 S HARTFORD AVE","Mount Carmel Employee Parking Lot C","Transportation - Parking Lot/Garage","NULL","NULL","{5657B613-CAC7-4AED-B6CC-C3A3738A085C}","NULL"
"178","-83.01993568900805","40.06285648788436","5702392","4939 N HIGH ST","COTA Park & Ride - Delawanda","Transportation - Bus","NULL","NULL","{6B47EBB9-CC8B-4F10-9999-2A51AA1E1D54}","http://www.cota.com/park-and-ride.aspx"
"179","-83.0692526158215","39.968334724430726","5703522","2535 HARRISON RD","Jart Air Express","Transportation - Other","NULL","NULL","{5F186159-EB22-4A79-99AA-611AA939BD42}","NULL"
"180","-83.13461496975361","39.995780246686635","5702425","2194 INTERNATIONAL ST","International Trucks","Transportation - Other","NULL","NULL","{434CA097-3988-425A-B2A3-E15DABE55E5F}","NULL"
"181","-83.12429047727076","40.007170031251476","5702461","2625 WESTBELT DR","XPO Logistics Trucking Company","Transportation - Other","CBLD1711358","614-876-7100","{8F7EDAE0-6418-47CA-ABC1-A4639FA28373}","NULL"
"182","-83.13162606561562","40.01315199758442","5702464","2950 INTERNATIONAL ST","Mason and Dixon Lines","Transportation - Other","NULL","NULL","{A8D08CCB-1F06-4F48-BD0F-CD5A9FF893EB}","NULL"
"183","-82.99819404201799","39.95610413345409","5702473","41 E MAIN ST","Westin Guest Parking","Transportation - Parking Lot/Garage","NULL","NULL","{05CD7363-33BA-4F7C-BD88-1887D3201247}","NULL"
"184","-83.13554694438673","39.99686567542043","5703608","2181 INTERNATIONAL ST","Lear Corp","Transportation - Other","NULL","NULL","{B518AB96-F1F2-4DA1-BF4F-F7A34BEBF7D3}","NULL"
"185","-82.99007590091512","39.96025611306043","5703639","370 E TOWN ST","Lot 018","Transportation - Parking Lot/Garage","NULL","NULL","{32F9F5B6-A4DF-47EC-9B7F-737463A3D1ED}","https://www.parkplaceparking.com/parking-lot-details/19"
"186","-82.99540099143293","39.96711868777102","5702535","222 E SPRING ST","Lot 43","Transportation - Parking Lot/Garage","NULL","NULL","{15825137-C45F-489A-919C-1C027A737FDC}","http://www.parkme.com/lot/120813/lot-43-columbus-oh"
"187","-83.02367060789236","39.95796973946296","5702583","67 S HARTFORD AVE","Mount Carmel Employee Parking Lot D","Transportation - Parking Lot/Garage","NULL","NULL","{FFDAF4D5-9D22-4FDC-AED8-7BBD9B88AD4C}","NULL"
"188","-83.1341003161957","40.00769499046083","5702587","2690 CHARTER ST","Ball Corp","Transportation - Other","NULL","614-850-9211","{671C28EA-25BC-40AD-A355-EEFE79CB381F}","NULL"
"189","-82.9805539372878","39.95088222111169","5703221","665 JACKSON ST","Visitor Parking","Transportation - Parking Lot/Garage","NULL","NULL","{92AA64B0-F228-4A57-AE3A-7994F1D3CC10}","NULL"
"190","-82.98172928157021","39.953626544373364","5703234","582 CHILDREN'S DR","Emergency Parking","Transportation - Parking Lot/Garage","NULL","NULL","{67A82BB6-501A-4E36-91C2-E608482A3089}","NULL"
"191","-83.1353840990431","39.917035480142104","5702165","1717 KRIEGER ST","Saia LTL Freight","Transportation - Other","NULL","NULL","{E4E9305A-04BB-4ADE-93BE-192D118637AE}","NULL"
"192","-83.12427190610852","39.996044617645836","5702596","2107 WESTBELT DR","CSX Intermodal Terminals","Transportation - Rail","NULL","NULL","{9E671170-EA92-42FE-A902-1B148925ED4C}","NULL"
"193","-82.91538372127906","39.99214663561418","5702602","977 STELZER RD","Black & White Taxi","Transportation - Other","NULL","NULL","{70740C94-4522-4544-B577-D5D8D05B1697}","NULL"
"194","-83.14107768359425","39.98817727631272","5703028","4989 VULCAN AVE","Albania Trucking","Transportation - Other","NULL","NULL","{56EA78BE-653F-4F38-B6CF-D457D25BF63A}","NULL"
"195","-83.0001914689955","39.96797133664232","5703254","44 E CHESTNUT ST","Chesnut St Garage","Transportation - Parking Lot/Garage","NULL","NULL","{0C51CEFE-4E1C-4DB0-8C4A-A15E150CB97A}","https://columbusparking.spplus.com/Columbus-Downtown-Parking.html"
"196","-82.99443329533167","39.95697379826109","5703077","186 E MAIN ST","E Main St & Zettler St Lot","Transportation - Parking Lot/Garage","NULL","NULL","{3B11C54D-6CC9-453A-B522-6AB6F2000447}","https://portal.park-ops.com/index.php?cPath=17"
"197","-83.00408377753408","39.9753978317958","5703304","33 W RUSSELL ST","Joseph Garage","Transportation - Parking Lot/Garage","NULL","NULL","{25B7B9BE-BC36-4C46-9BB9-F34106F61E6F}","https://www.lazparking.com/local/columbus-oh/joseph-garage"
"198","-82.9045707303704","39.99846254456247","5703348","3801 INTERNATIONAL GATEWAY","Blue Long Term Shuttle Lot","Transportation - Parking Lot/Garage","NULL","NULL","{6734956E-E7E4-4D37-97BB-F5EDE5EE0786}","NULL"
"199","-82.96203779316468","39.981480969385025","5702301","1527 LEONARD AVE","DBA Trucking","Transportation - Other","NULL","NULL","{E54F0868-0FAD-45A3-864C-3C372AFFA7CE}","NULL"
"200","-82.91328942385911","40.00126241849254","5702739","1399 STELZER RD","The Parking Spot - Columbus Airport","Transportation - Parking Lot/Garage","NULL","NULL","{EC4ADD20-D667-4E08-BCD5-EF46BED33B0F}","NULL"
"201","-83.03651980165625","40.00216916381487","5698640","NULL","Carmack Lot 1","Transportation - Parking Lot/Garage","NULL","NULL","{B31D3EA5-5212-45FD-8CBA-AE6C34FC92EC}","https://www.lazparking.com/local/columbus-oh/carmack-lot-1"
"202","-83.04112907227558","40.002611746064474","5698641","NULL","Carmack Lot 5","Transportation - Parking Lot/Garage","NULL","NULL","{C2F3692C-673B-4725-AB27-F796C1DD3FD4}","https://www.lazparking.com/local/columbus-oh/carmack-5-lot"
"203","-83.00892950555011","39.99838449686511","5699094","1759 N HIGH ST","Ohio Union South Garage","Transportation - Parking Lot/Garage","NULL","NULL","{A690E13B-371C-4571-8F33-37EA120A573C}","http://osu.campusparc.com/home/garages/academic-south-campus/ohio-union-south"
"204","-83.03898925989263","40.001939884069536","5699095","NULL","Carmack Lot 3","Transportation - Parking Lot/Garage","NULL","NULL","{98C0E562-055A-4E15-BEF3-554EEE418AFB}","https://www.lazparking.com/local/columbus-oh/carmack-lot-3"
"205","-83.01614041516859","40.0054789694653","5699096","2105 NEIL AVENUE","Lane Ave Garage","Transportation - Parking Lot/Garage","NULL","NULL","{7CF32E22-0B9C-4E20-9FDB-899F9EB55435}","https://www.lazparking.com/local/columbus-oh/lane-avenue-garage"
"206","-83.02652772482926","40.00518195925888","5699097","2120 FYFFE RD","Agricultural Admin Lot","Transportation - Parking Lot/Garage","NULL","NULL","{B26E77AA-14FF-419C-BF91-4CB257309E66}","https://www.lazparking.com/local/columbus-oh/agricultural-admin-lot"
"207","-83.02307548736106","40.01240909459621","5699098","535 IRVING SCHOTTENSTEIN DR","Woody Hayes Lot","Transportation - Parking Lot/Garage","NULL","NULL","{CE95AA29-BF47-41C3-A5B3-0A44228CD9F2}","https://www.lazparking.com/local/columbus-oh/woody-hayes-lot"
"208","-82.99749640604752","39.95618164871026","5699099","75 E MAIN ST","East Main St Lot","Transportation - Parking Lot/Garage","NULL","NULL","{E9AF97AE-4B34-4A10-B98E-89F1A409AC7C}","https://columbusparking.spplus.com/Columbus-Downtown-Parking.html"
"209","-82.98155271149359","39.99357091899394","5699125","1394 CLEVELAND AVE","COTA Linden Transit Center","Transportation - Bus","NULL","NULL","{66FE4511-8E4A-4B18-B905-CC4E42B2B967}","http://www.cota.com/park-and-ride.aspx"
"210","-83.13382580864032","40.00578034126912","5698721","2600 CHARTER ST","Fleetmaster Express","Transportation - Other","NULL","NULL","{1D0717C9-C975-4D4D-8963-FFD76B259BF6}","NULL"
"211","-83.01202505949705","39.99801786566894","5698735","155 OVAL DR S","South Oval Lot","Transportation - Parking Lot/Garage","NULL","NULL","{F8F5FF82-6D4C-4A34-A82A-E21FCE5981C9}","https://www.lazparking.com/local/columbus-oh/south-oval-lot"
"212","-83.02074539347143","39.995537573818","5698736","NULL","North Cannon Garage","Transportation - Parking Lot/Garage","NULL","NULL","{BCEF0136-CC78-4752-AB33-AB11F705AA5B}","https://www.lazparking.com/local/columbus-oh/north-cannon-garage"
"213","-83.02163428416715","40.009904295422196","5698737","2400 OLENTANGY RIVER RD","Fawcett Center Lot","Transportation - Parking Lot/Garage","NULL","NULL","{47103470-99C4-43A3-86C5-12DC6A135F8B}","https://www.lazparking.com/local/columbus-oh/fawcett-center"
"214","-83.00305337425901","39.98292468060143","5698738","68 E 2ND AVE","Junior Achievement Lot","Transportation - Parking Lot/Garage","NULL","NULL","{E0D7874A-F010-4C86-9850-48EDC4037EB9}","https://columbusparking.spplus.com/junior-achievement-lot.html"
"215","-82.93483473807262","39.8170636092241","5700017","2295 JOHN CIRCLE DR","Rickenbacker International Airport","Transportation - Airport","NULL","NULL","{50F07471-32F2-41B4-8EEC-F5EFE195DAC4}","NULL"
"216","-82.99434410140408","39.96843989537328","5698739","262 NEILSTON ST","Gravel Lot","Transportation - Parking Lot/Garage","NULL","NULL","{C95FFCA1-69A3-437B-97E9-7A0D9F1DF3DB}","http://www.parkme.com/lot/82338/gravel-lot-columbus-oh"
"217","-82.82593121101088","39.87188843596611","5698783","5336 GENDER RD","COTA Park & Ride - Gender Rd","Transportation - Bus","NULL","NULL","{E96AA7F3-7EF7-4ACF-9840-2F4A1D8F8C8D}","http://www.cota.com/park-and-ride.aspx"
"218","-83.01794663936514","40.007178694299746","5699206","322 W LANE AVE","West Lane Garage","Transportation - Parking Lot/Garage","NULL","NULL","{9E12FF98-243B-4E63-8491-9708AA7B7257}","https://www.lazparking.com/local/columbus-oh/west-lane-garage"
"219","-83.00238964742347","39.948814597504025","5699207","284 W SYCAMORE ST","Grange - 37E Kroger Lot","Transportation - Parking Lot/Garage","NULL","NULL","{D597771E-E949-4E02-8D7D-862971E87B7F}","https://towneparkpermit.com/parkers/ParisWeb-LocList.php"
"220","-83.00529934139367","39.96486386207708","5699501","1 RIVERSIDE PLZ","Sodexo AEP Garage","Transportation - Parking Lot/Garage","CBLD1710615","NULL","{D7448850-E0BF-4094-B020-950BE86CA9CF}","NULL"
"221","-83.02914310677262","40.0037773635908","5698402","2029 FYFFE RD","Animal Science Lot","Transportation - Parking Lot/Garage","NULL","NULL","{D7377331-28CC-434F-AD01-238FB685BCFC}","https://www.lazparking.com/local/columbus-oh/animal-science-lot"
"222","-83.02756442496937","40.01906775620313","5698403","NULL","Ackerman Lot","Transportation - Parking Lot/Garage","NULL","NULL","{60DEB7A7-224A-409A-9B8B-6310DE9A7C94}","https://www.lazparking.com/local/columbus-oh/ackerman-lot"
"223","-83.06591230224014","40.10548883556039","5699265","6899 SMOKY ROW RD","COTA Park & Ride - St Peters","Transportation - Bus","NULL","NULL","{20394455-A23B-4D50-A0C2-E45035AEBFA4}","http://www.cota.com/park-and-ride.aspx"
"224","-82.90551676432649","39.94677706224353","5698436","3380 E LIVINGSTON AVE","COTA Park & Ride - Livingston & Barnett","Transportation - Bus","NULL","NULL","{93BCFB79-5B2C-4BA9-8CE9-9F67C05648A8}","http://www.cota.com/park-and-ride.aspx"
"225","-83.0205115008468","40.006094239957356","5698850","NULL","North Field House Lot","Transportation - Parking Lot/Garage","NULL","NULL","{EC74D671-D90D-42BD-9878-911E2D3AB4F8}","https://www.lazparking.com/local/columbus-oh/north-field-house-lot"
"226","-83.03293828000824","40.002612597522756","5698851","901 WOODY HAYES DR","Blankenship Lot","Transportation - Parking Lot/Garage","NULL","NULL","{D1EAA88C-F935-4448-80D0-39A1E62DD6B9}","https://www.lazparking.com/local/columbus-oh/blankenship-lot"
"227","-83.02422810130288","40.008493184501994","5698852","NULL","Scarlet Lot","Transportation - Parking Lot/Garage","NULL","NULL","{ED125A2B-9E1D-4060-9E83-7105EE112DEF}","https://www.lazparking.com/local/columbus-oh/scarlet-lot"
"228","-83.00614494311876","39.97001101076175","5698853","200 W NATIONWIDE BLVD","Arena Garage","Transportation - Parking Lot/Garage","NULL","NULL","{0729FEC8-1DC0-458E-A9E8-714127263E04}","https://columbusparking.spplus.com/365-broadbelt.html"
"229","-82.999198394387","39.96676395483459","5698854","NULL","NW Corner of Spring & 3rd Lot","Transportation - Parking Lot/Garage","NULL","NULL","{3936493A-E869-423D-B45D-4FF6E8C4C1A6}","https://portal.park-ops.com/index.php?cPath=17"
"230","-82.99067958721946","39.96051931491137","5699288","131 S GRANT AVE","Green Garage","Transportation - Parking Lot/Garage","NULL","NULL","{878E3449-2911-45D5-AB2E-C8912E215FC7}","NULL"
"231","-83.13842223685319","39.99164794379952","5698471","2001 WALCUTT RD","Tri Model Services Inc","Transportation - Other","NULL","NULL","{EBFE4D97-8FA4-4FDE-BEE8-4D5387C58DED}","NULL"
"232","-83.01866021296671","40.00599502355521","5698508","229 WOODY HAYES DR","Ice Rink Lot","Transportation - Parking Lot/Garage","NULL","NULL","{DD9C3DC4-89EC-4F34-BD45-7262A8A23CAE}","https://www.lazparking.com/local/columbus-oh/ice-rink-lothttps://www.lazparking.com/local/columbus-oh/ice-rink-lot"
"233","-83.02707821119233","40.003993799101536","5698509","2027 COFFEY RD","Plumb Hall Lot","Transportation - Parking Lot/Garage","NULL","NULL","{C21AE923-C2CE-420D-B47D-623AC8AD37B1}","https://www.lazparking.com/local/columbus-oh/plumb-hall-lot"
"234","-83.03662856043765","40.00343355112443","5698510","1060 CARMACK RD","Righmire Lot","Transportation - Parking Lot/Garage","NULL","NULL","{83B48667-0E00-4752-B872-D418A46346F0}","https://www.lazparking.com/local/columbus-oh/rightmire-lot"
"235","-83.00167908616206","39.965984322344156","5698511","185 N HIGH ST","Haveli Bistro","Transportation - Parking Lot/Garage","NULL","NULL","{E8981E5C-0DF8-446F-9068-38F5FB3B646B}","https://portal.park-ops.com/index.php?cPath=17"
"236","-82.9984310976528","39.96602066001636","5698512","162 N 3RD ST","Firestone Lot","Transportation - Parking Lot/Garage","NULL","NULL","{676AE4D7-2AB0-424D-B8CE-D26129C49D47}","http://www.parkme.com/lot/118664/firestone-lot-columbus-oh"
"237","-82.99499491005228","39.968593043733435","5698513","236 E NAGHTEN ST","Lot 42","Transportation - Parking Lot/Garage","NULL","NULL","{835E3444-57E3-437C-988A-B4E31E6D5A2A}","http://www.parkme.com/lot/82343/lot-42-columbus-oh"
"238","-82.99866525205762","39.96214423297733","5698514","77 E BROAD ST","Statehouse Garage","Transportation - Parking Lot/Garage","NULL","NULL","{28276D89-9CAB-4DBC-8B68-B33F4923B67F}","https://www.parkme.com/lot/118660/statehouse-columbus-oh"
"239","-83.02743489721806","40.001406384220196","5699401","601 VERNON L THARP ST","Veterinary Clinic Lot","Transportation - Parking Lot/Garage","NULL","NULL","{D254DFBB-1FDF-45C8-B0F8-E93B9C59B9AD}","https://www.lazparking.com/local/columbus-oh/veterinary-clinic-lot"
"240","-83.00177144507545","39.96126150054929","5698982","41 S HIGH ST","Huntington Center Garage","Transportation - Parking Lot/Garage","NULL","NULL","{BA023BEB-8F3F-44CC-8A9F-EB844D9971E4}","https://www.lazparking.com/local/columbus-oh/huntington-center-garage"
